frame_idx,tracker_id,x,y,team_id,has_ball,distance_to_ball
2,4,6306.175242294768,5673.8250413955775,0,False,2111.3547743312292
2,6,6895.510900933579,3487.8360227431895,0,True,152.86105571843223
2,7,6315.190468771836,3323.672245582454,0,False,617.0555015979403
2,8,4468.00798260653,2880.9650070321277,1,False,2496.9392007848232
2,9,6949.602450641361,2034.5104539643635,0,False,1602.068824715157
2,10,4552.8912289087775,2185.9627234813734,0,False,2714.1570733036747
2,11,6523.3179573439675,3373.914962283314,1,False,416.3238236712686
2,12,7211.1588190698085,4293.700256823489,0,False,753.148404834873
2,13,4801.563802327243,2279.195689319829,1,False,2454.6654840812903
2,14,6252.404380077184,3341.5834691146642,1,False,664.0338061811053
2,15,4723.786139776102,4066.685614258217,0,False,2168.809549048942
2,16,5576.0165309462345,2777.427918251186,1,False,1533.9087078910823
2,17,4545.717358234647,3671.371536177841,1,False,2303.471450792432
2,18,4564.856288270428,5470.692257092868,1,False,2931.2716095245146
2,19,7177.048490526156,2761.054448800278,1,False,932.041215468339
2,20,4691.614318638963,4336.630595702986,1,False,2268.9860144898225
2,22,5418.739551497108,3264.5762297863594,0,False,1476.932056467143
2,23,5387.454372081057,3385.6858368838166,1,False,1482.2685999954635
3,2,7253.741008057766,2908.609981597808,0,False,861.1316244957329
3,3,4591.442596820501,6291.682801866542,0,False,3463.4127757679785
3,4,6307.968536818775,5677.692147211026,0,False,2078.0360121924136
3,6,6897.71677050936,3490.6149872354877,0,True,187.50114044036616
3,7,6317.583721366393,3349.4263249025867,0,False,631.724445254336
3,8,4469.89210748513,2882.0116562337325,1,False,2517.4381419762526
3,9,6941.679255071079,2034.8039043871113,0,False,1641.426573906776
3,10,4548.022874085781,2190.344939787204,0,False,2746.711600801219
3,11,6526.1372827116775,3383.088885696522,1,False,442.5205154228062
3,12,7210.450612605574,4308.788909672222,0,False,725.2201049900003
3,13,4797.355715421462,2276.032712121106,1,False,2491.387945430636
3,14,6254.653337930703,3351.3825773501817,1,False,685.542720331021
3,15,4721.475973080565,4071.3070484664154,0,False,2174.544963085562
3,16,5570.868763945154,2784.5387132660585,1,False,1565.8483798493135
3,17,4549.251743736111,3685.4458538479103,1,False,2310.2245075235246
3,18,4567.2400396599705,5478.289509668354,1,False,2917.0310130532953
3,19,7175.927409521188,2760.258475390123,1,False,967.1566542290074
3,20,4693.2753067102485,4344.388785773459,1,False,2267.487879093032
3,22,5417.48484744146,3264.0741733924137,0,False,1499.145744213931
3,23,5388.831079486432,3394.4891343104355,1,False,1496.976067005734
4,2,7253.0645636827185,2909.4519853848815,0,False,849.9393915961274
4,3,4591.761450768762,6298.640587963074,0,False,3478.02967020312
4,4,6309.28430884035,5674.751070844095,0,False,2085.022585053907
4,6,6899.86877329403,3488.986694005382,0,True,179.43874335953737
4,7,6320.307374514553,3363.712222605502,0,False,620.5157491643077
4,8,4473.575761293475,2876.9310293100843,1,False,2515.896625432621
4,9,6929.986090606534,2030.9410659044902,0,False,1635.027643519951
4,10,4542.3640978238045,2188.7462131523203,0,False,2750.1737240770985
4,11,6529.651501947411,3393.0879458441295,1,False,429.92298964375675
4,12,7208.290384723696,4324.414175702549,0,False,744.7079380154585
4,13,4792.323298851243,2265.9602123785335,1,False,2498.7714923433173
4,14,6257.990331946192,3356.8257186779047,1,False,678.7871329381761
4,15,4718.468692008429,4068.421911124161,0,False,2182.2156185929675
4,16,5566.009078060238,2782.9345941862157,1,False,1568.2782162394808
4,17,4554.667813170647,3700.674507179221,1,False,2308.608263461102
4,18,4568.053464090408,5479.37873074177,1,False,2925.780262791268
4,19,7172.12623077826,2756.3604640787944,1,False,959.4028864913016
4,20,4694.488134704076,4347.3691319606305,1,False,2273.455047463899
4,22,5416.362736391934,3259.7245194617535,0,False,1502.2193897943837
4,23,5388.846979498675,3396.3852739159383,1,False,1498.3479859476279
5,2,7252.4979987538645,2906.251686629048,0,False,844.9799430131698
5,3,4589.850965622785,6304.054767784312,0,False,3490.7155906913868
5,4,6311.453882392767,5672.107148041232,0,False,2089.2818725951743
5,6,6903.148076999846,3488.740551550792,0,True,173.0827377816672
5,7,6321.641120379242,3372.901923971586,0,False,614.8428171815733
5,8,4477.8383205348155,2870.453294726936,1,False,2515.0567176593036
5,9,6916.711635653953,2021.9476142229062,0,False,1636.7120570333043
5,10,4531.230372989999,2179.1252498511362,0,False,2764.051531127123
5,11,6535.148328823123,3397.388118050883,1,False,421.4494778128512
5,12,7206.522508043998,4336.785135132289,0,False,759.3103713842579
5,13,4788.214666197632,2260.3064510518666,1,False,2504.453659120235
5,14,6260.418430444125,3357.781938572426,1,False,676.2659225114355
5,15,4714.848268730308,4062.2277890842643,0,False,2189.2631996204454
5,16,5559.701050381682,2772.288931416149,1,False,1578.5668797701087
5,17,4550.392360808952,3670.392967007587,1,False,2316.0896415053394
5,18,4567.9221450139885,5477.869135788773,1,False,2931.817638098554
5,19,7166.811487358663,2751.9159807307115,1,False,954.4646806833754
5,20,4695.336824804344,4346.049941864625,1,False,2277.5627465058265
5,22,5414.91360790253,3255.475628001727,0,False,1506.2829304105292
5,23,5389.4469691763825,3394.925553884359,1,False,1500.227265550435
6,2,7250.808276959103,2912.289380768346,0,False,854.8983846197948
6,3,4590.150971648364,6316.506771249901,0,False,3486.8972113871278
6,4,6313.57951144105,5675.189286719292,0,False,2073.8393847067473
6,6,6906.232493251326,3499.239106886096,0,True,181.70288821977385
6,7,6322.982389372948,3383.4224313598033,0,False,619.6260755432709
6,8,4483.289882629297,2873.0602246740405,1,False,2517.18737270287
6,9,6903.77430447592,2021.3471501806403,0,False,1656.0363340340834
6,10,4517.737774073814,2178.9363570094647,0,False,2787.6457418789946
6,11,6542.1129893991165,3405.9714773825276,1,False,424.3610031597126
6,12,7202.9184102840845,4359.106979810311,0,False,759.6033448827188
6,13,4784.542516922652,2261.663068472248,1,False,2519.2601942496804
6,14,6261.681813601222,3364.172520063187,1,False,682.8368467090385
6,15,4712.101038666855,4060.746922597192,0,False,2190.414193156605
6,16,5553.84612802543,2769.4994195809254,1,False,1597.5794458977573
6,17,4552.558347579736,3667.5074568981204,1,False,2316.101285870864
6,18,4569.480483775491,5478.69068770995,1,False,2920.990540179811
6,19,7160.436817417893,2754.2238530465333,1,False,967.8227862772709
6,20,4697.541372056881,4350.299289038919,1,False,2273.1008145785327
6,22,5414.411902716387,3258.579346238049,0,False,1513.229853553596
6,23,5390.755059511398,3399.188524507458,1,False,1503.7717533152554
7,2,7250.893058806694,2913.177440666736,0,False,845.841925251385
7,3,4589.171262578398,6327.026729867162,0,False,3504.148951448045
7,4,6315.952237545614,5679.590437436899,0,False,2085.13018483512
7,6,6910.998941370264,3505.930665457046,0,True,168.7277274809342
7,7,6324.035600169254,3387.6313576129824,0,False,618.9847683268367
7,8,4488.395511327067,2873.070903375309,1,False,2515.899148951695
7,9,6893.126376378221,2012.775986327034,0,False,1657.9961491361998
7,10,4505.4544993942045,2178.079212773633,0,False,2800.0517121699622
7,11,6552.785244356849,3406.0118223180207,1,False,416.60016560281787
7,12,7199.432721103087,4381.207528741432,0,False,781.3036504436221
7,13,4781.0927441684125,2261.485830908226,1,False,2523.535084441248
7,14,6261.755500569635,3365.437332900279,1,False,684.5767665634991
7,15,4709.763948799262,4057.812948971601,0,False,2199.1016703413493
7,16,5548.152841114201,2761.9689158953865,1,False,1607.7879591724827
7,17,4553.311667877316,3652.959925898841,1,False,2321.2754061330925
7,18,4570.328801527904,5477.393698270848,1,False,2928.0631248045597
7,19,7155.894805045605,2750.873694174454,1,False,961.869587380362
7,20,4698.901730721013,4351.729315467031,1,False,2279.727550502504
7,22,5413.918160119085,3299.8589405181056,1,False,1506.9358047736323
7,23,5389.529280702985,3394.44171439354,1,False,1510.4624632672756
8,2,7254.871475342623,2921.8833453067327,0,False,844.7906838694421
8,3,4585.959483382482,6333.527113464999,0,False,3510.85247537891
8,4,6319.65866837015,5687.198579870262,0,False,2083.3062804826095
8,6,6917.623984797513,3523.2247877138843,0,True,162.4444516456733
8,7,6326.815356699395,3398.0300763019463,0,False,629.667170040665
8,8,4491.344353585663,2880.316268211541,1,False,2527.7914830013733
8,9,6887.144208094452,2009.5718123448924,0,False,1673.430300036804
8,10,4489.883034965996,2174.1880184611173,0,False,2833.540577207681
8,11,6567.68349242369,3409.9231207787543,1,False,421.1541349560626
8,12,7197.3589693072445,4410.2979228805825,0,False,790.2363104925192
8,13,4776.007557485409,2269.1476443416072,1,False,2541.8081497129947
8,14,6263.181181767721,3378.3232916501593,1,False,695.4208559045119
8,15,4704.405175342582,4060.370647587729,0,False,2216.265054809392
8,16,5542.053172479426,2760.646565898365,1,False,1631.9117916636255
8,17,4546.272682205185,3614.33490440076,1,False,2343.039885554877
8,18,4570.172465988696,5477.144097027808,1,False,2931.329168890499
8,19,7155.780422522151,2754.573785500794,1,False,966.1888502314141
8,20,4697.168836885698,4354.67411916979,1,False,2291.77367159085
8,22,5411.631268226447,3323.872620137726,1,False,1519.7178737642967
8,23,5388.30350189457,3389.6949042796223,1,False,1528.4099034750711
9,2,7257.280755910086,2929.3597303544016,0,False,837.1021057482556
9,3,4584.293125823391,6339.096109307186,0,False,3518.7842522969313
9,4,6323.030725286683,5699.136009400713,0,False,2095.3880621508247
9,6,6922.3679925787765,3542.98908437131,0,True,142.72684688331682
9,7,6329.211375402386,3409.6446659333337,0,False,625.0038983354087
9,8,4496.149282548715,2891.657279066247,1,False,2522.556780262351
9,9,6879.835626991688,2002.2407382113201,0,False,1680.1560225985158
9,10,4478.119770444098,2179.302359326391,0,False,2843.23056406122
9,11,6580.81138518719,3411.743656310877,1,False,412.07774227273575
9,12,7193.870167193814,4436.438036094167,0,False,812.4158098641868
9,13,4772.1537178411,2278.61632382205,1,False,2542.135395506871
9,14,6263.226061941139,3394.574575911293,1,False,691.1199262468887
9,15,4698.524275168861,4063.528000114074,0,False,2225.934874929352
9,16,5536.19103552433,2762.016485341624,1,False,1638.323457247516
9,17,4543.431574686903,3587.342610363424,1,False,2350.0699742455367
9,18,4572.37454620593,5482.459629102847,1,False,2935.828402418404
9,19,7154.89508941345,2755.3398135554753,1,False,963.687331446249
9,20,4695.164091378854,4357.630133136658,1,False,2297.8770048618053
9,22,5409.335757913359,3351.185110730375,1,False,1518.7897130725019
9,23,5387.077723086157,3384.948094165704,1,False,1533.6161931829795
10,2,7258.864609213011,2932.359571254038,0,False,834.0701607158662
10,3,4584.497015922293,6341.2669745755,0,False,3521.6533045802876
10,4,6326.213300208838,5708.8698120970785,0,False,2104.654780475241
10,6,6925.672892865488,3558.2513083193376,0,True,127.96508314294985
10,7,6331.19727217643,3426.929967551244,0,False,617.308278020883
10,8,4501.784333581024,2900.628586619677,1,False,2515.9616054408575
10,9,6871.053006783432,1999.77929475155,0,False,1682.4263790291986
10,10,4468.524005936657,2186.901896094398,0,False,2848.704221401098
10,11,6592.628945129088,3408.436267650786,1,False,406.54960372855396
10,12,7190.536995911696,4454.458334777991,0,False,827.6117661677569
10,13,4767.312817584384,2279.870128148894,1,False,2546.767994885537
10,14,6262.589754882903,3411.587779616928,1,False,686.2737572322978
10,15,4693.379738500548,4067.8579653954275,0,False,2233.5100139469905
10,16,5530.464940579862,2761.3466384001235,1,False,1644.7117785366938
10,17,4549.53010505501,3593.068258309913,1,False,2345.47607954704
10,18,4576.016902377168,5487.623791197166,1,False,2937.6773274956417
10,19,7153.17376023672,2757.5818596193994,1,False,960.3031383017678
10,20,4693.954223567741,4363.808194421778,1,False,2302.6031262779143
10,22,5407.24758927341,3370.204107593467,1,False,1518.438836283052
10,23,5385.851944277743,3380.201284051786,1,False,1537.3905607892304
11,2,7260.218316546895,2942.9028241764317,0,False,837.8089928041747
11,3,4585.216325922838,6343.575725012743,0,False,3514.3654462348454
11,4,6329.947017317233,5720.319105829082,0,False,2099.8168692531012
11,6,6928.842924388333,3573.3322491711233,0,True,129.29870490741268
11,7,6332.949937849386,3455.5573614763766,0,False,617.461049305801
11,8,4507.005417394652,2911.7509687458155,1,False,2519.4983143702043
11,9,6861.791916224953,2007.1939773737486,0,False,1692.6637815990623
11,10,4457.347766580106,2189.2991719815236,0,False,2871.9443981915915
11,11,6604.491453175681,3406.6499723175816,1,False,416.13338029325405
11,12,7188.205320682283,4471.310028771227,0,False,823.863323687226
11,13,4762.652023233116,2284.1401171350085,1,False,2563.6287562397956
11,14,6260.999691952834,3435.904979203709,1,False,691.4013216076087
11,15,4686.488161669058,4071.3508173429072,0,False,2244.7522845586827
11,16,5524.5186606874995,2763.1067173263673,1,False,1664.0982298204042
11,17,4556.452758291496,3613.9078263682313,1,False,2345.32060629927
11,18,4578.782731977769,5494.842244487786,1,False,2934.719355468758
11,19,7151.153089813121,2762.118397026591,1,False,970.3132718897261
11,20,4692.308372672096,4372.630713875248,1,False,2308.2584651997668
11,22,5403.04789880491,3393.0033109359365,1,False,1528.2009434847505
11,23,5384.626165469329,3375.454473937868,1,False,1549.8260548729888
12,2,7259.724907562943,2954.1114737018806,0,False,863.7352356983461
12,3,4586.935804717365,6346.849290407265,0,False,3485.6276324103683
12,4,6333.986558489699,5734.045926649246,0,False,2073.3942096468254
12,6,6930.223813112474,3589.874282492413,0,True,152.56923155045445
12,7,6333.228860838447,3489.7704903396543,0,False,619.4976595109513
12,8,4513.111396596208,2921.4497941570935,1,False,2523.3379340401834
12,9,6850.471269167211,2012.950945057217,0,False,1727.2208198549667
12,10,4447.94674688367,2193.0844342948803,0,False,2899.089016912425
12,11,6614.091890911193,3412.98449577499,1,False,434.08596419601577
12,12,7184.248762827807,4483.930888961526,0,False,796.8294046346629
12,13,4758.28047277604,2285.143612006192,1,False,2588.969258311926
12,14,6258.882097277112,3456.259313198475,1,False,701.0452085498574
12,15,4680.396077450867,4074.2233259724176,0,False,2244.8858709122846
12,16,5519.201445054982,2765.3289901574667,1,False,1689.978584724834
12,17,4563.3754115279835,3634.7473944265503,1,False,2339.150004367801
12,18,4582.932205950885,5504.734771563027,1,False,2913.047974703116
12,19,7148.361340602975,2764.2518219205435,1,False,1006.2889346448552
12,20,4692.201597585658,4386.654528069709,1,False,2300.877464345589
12,22,5398.402053159356,3415.7327911071716,1,False,1536.2733824477123
12,23,5383.4003866609155,3370.70766382395,1,False,1560.9605907042846
13,2,7259.4304525628395,2967.9375415911213,0,False,922.5754203021431
13,3,4589.96800658375,6354.189983464042,0,False,3432.749667448338
13,4,6338.408122583479,5753.606900854993,0,False,2015.1447401759376
13,6,6931.092304284283,3619.1799055667134,0,True,202.31906030249874
13,7,6333.0364665713805,3523.265096383777,0,False,644.5803280770008
13,8,4518.683891840693,2934.6594222616186,1,False,2545.5148807443497
13,9,6838.551431287923,2019.2191985369966,0,False,1801.8707101938992
13,10,4435.447010985211,2196.717010387763,0,False,2955.4846852414953
13,11,6622.542235176368,3432.3035137834277,1,False,479.7528870665528
13,12,7179.596987265274,4499.13666004895,0,False,732.5639343001613
13,13,4754.2412004047155,2291.6998281684055,1,False,2638.6421840273247
13,14,6256.530459822485,3477.0021806135474,1,False,733.8167197492164
13,15,4672.945153291163,4077.763309793973,0,False,2247.234004315284
13,16,5513.781289871319,2772.265975946079,1,False,1741.7935050627696
13,17,4570.29806476447,3655.5869624848688,1,False,2340.802751760931
13,18,4586.854980178089,5517.402703205695,1,False,2873.5004780487848
13,19,7145.291629128396,2771.3843221920843,1,False,1075.5771119974988
13,20,4691.868921048502,4403.465233740392,1,False,2289.107826470857
13,22,5394.874755137888,3444.378428308734,1,False,1556.424018033882
13,23,5382.174607852502,3365.9608537100316,1,False,1589.3457161359759
14,2,7258.888690150095,2978.8399154170424,0,False,955.6927028098223
14,3,4593.272331984485,6363.116207093126,0,False,3403.932098348205
14,4,6342.228073233936,5770.398734978186,0,False,1984.8777246170494
14,6,6931.3798164693435,3656.313220994085,0,True,212.9874013253571
14,7,6332.887976650521,3549.5753088707643,0,False,658.1240441652105
14,8,4523.758582644726,2945.682661859469,1,False,2557.19653997284
14,9,6825.559426106746,2024.8715797008726,0,False,1845.1066902569078
14,10,4421.734008170449,2196.6833338466827,0,False,2996.5159100978954
14,11,6633.583931651767,3446.2625591550686,1,False,503.67455843437074
14,12,7173.889410270914,4516.842917098369,0,False,700.8155188375309
14,13,4750.254925018867,2293.393513729307,1,False,2671.890170373841
14,14,6253.852021077465,3490.7002274972056,1,False,755.8976918980819
14,15,4665.4503778924945,4079.844292770843,0,False,2253.315921334152
14,16,5508.612613691098,2776.4761132569615,1,False,1775.430723462137
14,17,4591.5555916536105,3720.304329870387,1,False,2321.948296854113
14,18,4589.981932041844,5527.629887640592,1,False,2851.4795949555455
14,19,7142.857925028928,2774.3519290113863,1,False,1118.512308035031
14,20,4690.566468561649,4416.0906310503,1,False,2284.9143374732803
14,22,5392.419447369294,3469.174774102223,1,False,1567.9723465364611
14,23,5380.948829044088,3361.2140435961137,1,False,1609.7355061356764
15,2,7258.815428147866,2988.2946301219736,0,False,1010.3672121133578
15,3,4597.37372551245,6374.179666444464,0,False,3361.901916492475
15,4,6345.878364098851,5785.987392045895,0,False,1933.3298518650204
15,6,6931.949760904425,3694.1297610521156,0,True,244.59917900117097
15,7,6333.29408165376,3574.8975035488716,0,False,685.1244765524915
15,8,4527.615676077668,2953.6755685761605,1,False,2581.666947362403
15,9,6814.10935144177,2027.3410050285936,0,False,1913.3668472512593
15,10,4404.400870338312,2187.3524092756406,0,False,3060.1183005954067
15,11,6646.735422776792,3459.65976918552,1,False,548.1301946325483
15,12,7168.117946152487,4536.388769998716,0,False,649.9411931350174
15,13,4746.513589750911,2297.3536117331114,1,False,2718.6410396077945
15,14,6251.298495227716,3506.7335645214966,1,False,790.9150915344599
15,15,4659.414873148285,4085.0937283399976,0,False,2259.6046833575897
15,16,5503.794014749354,2780.6890825371743,1,False,1824.5287365354307
15,17,4611.848324070958,3781.0234885957543,1,False,2307.7351017953224
15,18,4592.892947815064,5536.477048492924,1,False,2818.4161397141966
15,19,7140.604204390131,2781.6754523803315,1,False,1178.3592505348856
15,20,4688.887917154876,4429.01629286771,1,False,2278.8528471767504
15,22,5390.82715312747,3492.8830539066525,1,False,1587.1262253444884
15,23,5379.723050235674,3356.4672334821958,0,False,1641.0362264433784
16,2,7258.565924393639,2994.4677653306458,0,False,1043.1817128377345
16,3,4601.728878801245,6383.315455569906,0,False,3337.3572434524754
16,4,6349.4606588984725,5797.505157513367,0,False,1903.8918603667091
16,6,6935.421937900068,3686.2336124916815,0,True,294.70398889590126
16,7,6333.554061381118,3592.6733744154803,0,False,701.1642967646602
16,8,4532.761711903729,2961.4234467756846,1,False,2593.5560547888904
16,9,6803.183345515671,2030.0812345768347,0,False,1953.6889660911197
16,10,4385.170216813867,2161.2542879216335,0,False,3118.223315812373
16,11,6658.953730265232,3470.8264807412197,1,False,571.5350683840104
16,12,7162.469273827603,4555.871184790262,0,False,625.333625774471
16,13,4742.805259491674,2298.187769115291,1,False,2749.596412142558
16,14,6247.714790566836,3532.7402533865375,1,False,805.8307222675373
16,15,4654.563905207168,4092.3810712688205,0,False,2265.961712917151
16,16,5499.13553980544,2782.4102704910815,1,False,1856.794453860612
16,17,4630.728358236525,3839.894263958401,1,False,2291.3414239526664
16,18,4596.509202574914,5543.434633938486,1,False,2798.4363476859394
16,19,7138.283412068116,2787.150624335836,1,False,1213.463736363621
16,20,4687.381440690101,4440.0231424824315,1,False,2277.240198826134
16,22,5390.07964357358,3512.4661624345536,1,False,1597.7385244189784
16,23,5369.737922208799,3335.6854386731457,0,False,1676.9111134433604
17,2,7258.503531318271,2996.8077218074636,0,False,1070.2069815246118
17,3,4606.026070538902,6391.189120160546,0,False,3319.910107788382
17,4,6353.201274306817,5805.949294885412,0,False,1881.2582939360345
17,6,6938.287117655035,3677.25186282646,0,True,335.97300608010477
17,7,6333.835356676011,3605.34696405391,0,False,715.8122697568903
17,8,4537.166940471061,2970.841306707828,1,False,2602.8446278638635
17,9,6793.188023716302,2021.5530408408772,0,False,1995.476477077877
17,10,4367.545054430594,2136.28907694562,0,False,3169.923840399762
17,11,6670.391220414473,3480.6313344759265,1,False,588.8361762456714
17,12,7156.882786878122,4578.006168767911,0,False,611.8976700576535
17,13,4738.608553019028,2293.5863808212134,1,False,2779.3010778703233
17,14,6243.99943177388,3554.180749114456,1,False,818.8484927755192
17,15,4648.386623982227,4089.297467190412,0,False,2275.2331471830444
17,16,5494.464577970422,2777.927521512261,1,False,1887.8128479326851
17,17,4646.618657617703,3889.3743327494,1,False,2279.063389374408
17,18,4601.60319416725,5551.576897952163,1,False,2784.508730799252
17,19,7136.118834628721,2792.9403673117454,1,False,1238.4963337261179
17,20,4686.044995881521,4451.7688386752325,1,False,2278.9572423398918
17,22,5389.88144335244,3529.5775003601275,1,False,1606.848522833834
17,23,5357.496514336037,3303.9986216393713,0,False,1717.9010143222959
18,2,7257.978600944526,2996.630966939649,0,False,1098.0234068429202
18,3,4610.750327784036,6397.192667569834,0,False,3301.5001662494938
18,4,6357.260703871539,5810.962340828619,0,False,1856.934766979984
18,6,6941.307751971355,3667.5244432253166,0,True,375.92631441525134
18,7,6333.530213439168,3616.006097397242,0,False,730.0000524538428
18,8,4541.994583137095,2977.725486317244,1,False,2610.813504771352
18,9,6783.217887738926,2009.4795479766153,0,False,2038.614271889599
18,10,4351.316788413798,2108.7953170781184,0,False,3219.9734921791764
18,11,6680.983721483467,3490.9361385832644,1,False,603.9155177692946
18,12,7151.415999932795,4594.264944866895,0,False,595.6353764163939
18,13,4733.39916301134,2278.378694184353,1,False,2814.211546160284
18,14,6240.115516301358,3571.57022697463,1,False,831.96384358678
18,15,4643.478891373548,4086.7341785017056,0,False,2282.476419091301
18,16,5490.122686190853,2771.3235096989206,1,False,1917.7812079139787
18,17,4659.253562151178,3925.5764522464465,1,False,2269.3312256467943
18,18,4608.067865164158,5562.244463316692,1,False,2770.9944078053336
18,19,7133.690964852869,2797.5279905870316,1,False,1262.8644247806474
18,20,4685.432438577284,4463.7185693733,1,False,2279.249605087172
18,22,5390.508255950788,3543.1353026013667,1,False,1614.4047350913647
18,23,5346.358218832908,3281.335336188347,0,False,1753.3186462914593
19,2,7257.939009273129,2996.0197406675206,0,False,1141.4370955362103
19,3,4615.974189460945,6401.7791715674875,0,False,3271.73298100795
19,4,6361.151608511957,5814.901747523573,0,False,1816.9322678151782
19,6,6944.715945695493,3657.785313836362,0,True,431.9724877408328
19,7,6332.703399160086,3635.106979755893,0,False,751.0273888884047
19,8,4545.365389502652,2984.155764919496,1,False,2628.962422664933
19,9,6773.660377011511,1998.160133013149,0,False,2097.2528256793876
19,10,4340.570099954069,2107.92139914094,0,False,3261.1798409203443
19,11,6690.793778029231,3501.950906152646,1,False,634.6494488981392
19,12,7146.881246664307,4606.147513849441,0,False,560.0444849077535
19,13,4728.242805560141,2265.566086921963,1,False,2859.6237137004614
19,14,6235.796680295168,3588.3833846489247,1,False,856.7211500693173
19,15,4638.232787145809,4082.896300317332,0,False,2292.429151286336
19,16,5485.490930980475,2763.087700876085,1,False,1961.6160483645303
19,17,4668.876391845776,3951.919638634393,1,False,2265.9582388625704
19,18,4614.518129134712,5574.28951045099,1,False,2751.1801180386537
19,19,7132.008951868217,2800.3684906961225,1,False,1304.7907145878933
19,20,4684.566010670421,4475.839520383976,1,False,2279.0655501083643
19,22,5390.965515979804,3553.1824900503048,1,False,1630.4302809455412
19,23,5336.971966381659,3265.8957419527896,0,False,1793.931039274724
20,2,7257.8802703071,2994.8810817907133,0,False,1187.9877004949237
20,3,4622.655934334296,6406.250949693193,0,False,3238.3776141454155
20,4,6365.0118307047815,5816.987176584466,0,False,1772.8928018277795
20,6,6947.945951420876,3648.977338467317,0,True,489.0281592451493
20,7,6331.575579015013,3651.9704776924154,0,False,773.7316292816553
20,8,4549.840344881147,2992.734304094703,1,False,2644.6673570854377
20,9,6763.375545805478,1987.5775721021112,0,False,2156.962624388744
20,10,4334.332809291976,2125.5972454944813,0,False,3287.2480813854095
20,11,6699.91305919667,3520.9139322921196,1,False,659.7228877423005
20,12,7141.644125063141,4615.340548456965,0,False,520.8257335977173
20,13,4723.466603016135,2254.4670826818133,1,False,2903.8517996591077
20,14,6230.682707790242,3606.3174143446568,1,False,881.3605240211838
20,15,4632.551198145465,4078.1099659105926,0,False,2301.986473918042
20,16,5480.950381520359,2755.8242804411384,1,False,2005.1241373658352
20,17,4676.964109311017,3971.899088769236,1,False,2262.889151755158
20,18,4621.136004654578,5585.169354755363,1,False,2728.209182166393
20,19,7130.20984103507,2802.541929637494,1,False,1349.6313164196822
20,20,4683.974045651098,4488.2415934543305,1,False,2276.919587859611
20,22,5391.749317735544,3561.564190408197,1,False,1646.1639503816048
20,23,5329.742636857265,3256.2768619145336,0,False,1830.2912826690938
21,2,7257.78357530212,2993.5852279535793,0,False,1236.07451765065
21,3,4630.738576005738,6410.773166014167,0,False,3202.674837484404
21,4,6368.7091075884755,5819.006056310478,0,False,1727.7081061235108
21,6,6950.692416285525,3641.3562416037284,0,False,545.7334332247372
21,7,6329.884273219837,3671.3014312989076,0,False,795.2668208131079
21,8,4553.853300813243,2998.309827833209,1,False,2661.6514777929524
21,9,6751.308840083215,1982.1648317293093,0,False,2212.3814299280857
21,10,4328.649334266097,2142.3644101085197,0,False,3312.8693520639154
21,11,6708.622208416851,3539.4048802899115,1,False,686.0318498903889
21,12,7135.030599866018,4624.621815371627,0,True,481.12363653749975
