frame_idx,vx,vy
495,-29.646484375,-24.64111328125
496,-30.0029296875,-43.578857421875
497,-27.140625,-55.80126953125
498,-19.25341796875,-20.4571533203125
500,-48.61572265625,-71.5908203125
501,-26.953125,-33.6134033203125
502,-24.99169921875,-34.8447265625
503,-21.12158203125,-34.2509765625
504,-33.62451171875,-43.1524658203125
505,-4.56494140625,6.2822265625
506,-19.07421875,-44.9920654296875
507,-19.283203125,-40.678466796875
510,-60.939453125,-98.8919677734375
512,-35.72509765625,-29.28271484375
513,-19.8916015625,12.0435791015625
514,-17.994140625,-24.7691650390625
515,-7.32568359375,1.8963623046875
516,-1.984375,-7.700927734375
517,-2.77783203125,-9.37554931640625
518,-1.97998046875,-10.74859619140625
519,-6.21875,-1.396484375
520,-1.31005859375,-5.14361572265625
523,-5.294921875,-33.7193603515625
524,0.48095703125,-1.55438232421875
525,-1.17578125,-33.701904296875
526,-4.40869140625,-27.2625732421875
527,2.22509765625,4.46160888671875
528,-3.61474609375,2.7523193359375
529,-6.1884765625,-23.009765625
530,-1.708984375,-0.26043701171875
532,3.361328125,35.38385009765625
533,-4.388671875,-37.44879150390625
534,2.2626953125,22.83209228515625
535,1.92626953125,20.40313720703125
536,-7.1982421875,-44.4749755859375
538,2.2109375,6.87896728515625
539,-1.09716796875,-3.74053955078125
540,1.564453125,10.4786376953125
542,2.056640625,-35.07049560546875
549,25.26123046875,-1.79840087890625
550,1.27099609375,-2.51605224609375
551,6.0771484375,19.661376953125
553,14.2451171875,4.760498046875
554,0.060546875,-6.99908447265625
556,13.20849609375,40.7476806640625
557,4.3681640625,24.80157470703125
559,7.81103515625,28.56182861328125
560,1.40869140625,-9.59759521484375
561,5.9775390625,-4.44580078125
562,2.4453125,14.310791015625
563,1.8779296875,18.5338134765625
564,0.59130859375,10.30096435546875
565,7.2021484375,14.68707275390625
568,4.1337890625,-12.38983154296875
569,8.84716796875,15.47088623046875
570,13.6650390625,60.71417236328125
571,4.6494140625,11.9930419921875
572,4.1689453125,-9.11279296875
573,8.5224609375,21.9996337890625
574,-8.30712890625,-36.8834228515625
577,20.84326171875,29.2745361328125
580,117.47900390625,128.755615234375
581,41.5107421875,65.3489990234375
582,43.0185546875,38.5562744140625
583,50.5537109375,89.981201171875
584,40.55029296875,45.55224609375
585,32.7685546875,78.98388671875
586,33.88427734375,39.4100341796875
587,30.95361328125,31.5184326171875
588,39.69189453125,44.8963623046875
589,32.580078125,33.9736328125
590,31.02099609375,48.2598876953125
591,29.54931640625,20.1512451171875
592,30.12451171875,63.422607421875
593,35.791015625,40.9525146484375
594,26.474609375,10.1505126953125
595,30.5595703125,32.685546875
596,25.21826171875,33.3017578125
597,27.302734375,25.8804931640625
598,25.5986328125,37.0657958984375
599,30.56396484375,22.4608154296875
600,25.7109375,38.0157470703125
601,21.447265625,47.10205078125
602,25.9287109375,13.200927734375
603,18.3515625,10.149658203125
604,27.64697265625,52.80859375
605,15.673828125,29.36083984375
606,25.203125,22.34033203125
607,16.400390625,12.12841796875
608,16.1953125,40.84521484375
610,42.310546875,30.58251953125
612,33.8486328125,40.691650390625
613,21.99951171875,26.54931640625
615,37.2998046875,52.64306640625
616,21.01318359375,12.4462890625
617,23.27734375,34.6796875
618,15.40185546875,18.24658203125
619,19.67578125,28.306396484375
621,30.6162109375,30.5244140625
622,5.8251953125,1.25
624,38.3798828125,67.901611328125
625,21.8193359375,16.84130859375
626,9.80517578125,45.9287109375
627,14.03515625,-12.84765625
628,14.94482421875,51.362060546875
629,8.55126953125,28.796630859375
630,39.25341796875,33.35546875
632,-7.18994140625,23.515380859375
633,-7.7587890625,-3.59619140625
634,-7.50537109375,34.628173828125
635,-4.5947265625,23.50537109375
636,-13.16845703125,23.736328125
637,-4.73828125,-21.774169921875
638,3.58837890625,44.046142578125
639,-5.41552734375,14.609375
640,-8.31689453125,3.13525390625
641,-5.408203125,7.399169921875
643,1.64453125,30.54443359375
644,-116.73095703125,-45.338623046875
645,2.0185546875,19.821044921875
646,-11.80810546875,-0.954833984375
647,-1.47607421875,3.03759765625
648,4.40380859375,27.286376953125
649,0.349609375,1.76220703125
650,-1.6396484375,21.46484375
651,3.8466796875,6.705078125
652,-10.28173828125,1.949951171875
653,2.46142578125,24.507080078125
654,1.85400390625,18.688232421875
655,-1.42138671875,32.416259765625
656,273.03857421875,145.282470703125
657,-106.9130859375,40.53271484375
658,-16.52001953125,23.18310546875
659,-6.392578125,7.577880859375
660,-5.6953125,22.357421875
661,-10.42333984375,29.135498046875
662,-4.2265625,7.1025390625
663,-99.67578125,-156.267333984375
664,-13.720703125,-8.065185546875
665,-2.06494140625,0.07958984375
666,4.73046875,14.0810546875
668,-18.90966796875,30.897705078125
669,-5.404296875,-6.429931640625
670,6.12158203125,13.638671875
671,7.3544921875,40.5634765625
672,-14.50537109375,-0.19921875
673,-2.00634765625,0.879638671875
674,4.48388671875,37.57177734375
675,13.05126953125,16.1640625
676,-6.4619140625,7.737060546875
677,-6.759765625,30.53515625
678,-6.31103515625,44.917236328125
679,0.478515625,67.73291015625
680,-3.7900390625,61.585205078125
682,8.84326171875,101.357666015625
683,180.75439453125,141.431640625
684,-0.0498046875,59.21484375
685,-1.220703125,53.655029296875
686,-8.3857421875,37.280029296875
687,-0.904296875,27.845947265625
688,-2.80908203125,44.55029296875
689,-4.67431640625,75.686279296875
690,1.43017578125,52.9130859375
691,-0.31201171875,67.86962890625
692,-1.849609375,58.07470703125
693,2.28125,22.6279296875
694,1.96044921875,41.51513671875
695,4.53271484375,42.5498046875
696,0.4453125,53.85546875
697,-3.07421875,49.69873046875
698,-4.5498046875,66.81396484375
699,2.443359375,48.00732421875
700,3.359375,30.25
701,4.31591796875,4.8525390625
702,0.78369140625,35.0693359375
703,2.6708984375,31.5361328125
704,-1.677734375,41.224609375
705,-2.29345703125,54.4072265625
706,0.87451171875,45.01953125
707,2.44873046875,32.49267578125
708,2.2490234375,34.2646484375
709,1.85693359375,24.2060546875
710,1.28759765625,44.48486328125
711,1.259765625,28.73779296875
712,5.1728515625,22.38037109375
713,3.33984375,28.13134765625
714,0.650390625,35.9404296875
715,4.5048828125,23.716796875
716,5.89111328125,23.86962890625
717,2.76416015625,26.4814453125
718,1.88330078125,19.462890625
719,0.0,18.72216796875
720,-0.08740234375,20.96875
721,2.6201171875,29.36279296875
722,-0.7177734375,41.28515625
723,-180.609375,-121.7373046875
724,5.76171875,21.65673828125
725,2.5478515625,36.00244140625
726,181.6904296875,177.4365234375
727,5.5537109375,21.81494140625
728,-190.44140625,-135.8017578125
729,-0.69482421875,19.2802734375
730,0.02001953125,34.244140625
731,4.2158203125,36.2685546875
732,-9.5185546875,52.87353515625
733,1.998046875,126.572265625
734,0.76171875,-1.5537109375
735,15.3349609375,-70.75146484375
736,18.12744140625,0.12255859375
737,0.11279296875,9.31640625
738,-14.34326171875,0.65478515625
739,1.8505859375,22.69580078125
740,-0.35986328125,39.3369140625
741,-15.19873046875,-2.43115234375
742,7.4365234375,36.92919921875
743,-3.716796875,24.54052734375
744,-1.17919921875,10.44873046875
745,-3.7841796875,7.7265625
746,-1.13330078125,23.43310546875
747,3.32275390625,33.49755859375
748,9.64892578125,33.29833984375
749,-2.7744140625,-1.05859375
