frame_idx,team_0_possession,team_1_possession,team_0_centroid_x,team_0_centroid_y,team_0_spread,team_1_centroid_x,team_1_centroid_y,team_1_spread
93,True,False,5702.534523931934,4202.215517759918,1619.1259363245686,5111.65251619744,4274.23893033283,1329.1135395106344
94,True,False,5697.8758588011815,4197.262433883309,1620.280352383817,5106.911273320384,4272.558374786099,1334.0669378996643
95,True,False,5692.984426428533,4192.89315190249,1621.170438806486,5101.951143513979,4271.9545250347755,1338.8745133310797
96,True,False,5692.04596554756,4202.71045180861,1620.4996068618173,5100.620331240381,4286.4398603759455,1340.1436575295813
97,True,False,5689.962834641794,4212.884800718117,1620.0634011303782,5098.706094155185,4303.011620532462,1341.6638888406835
98,True,False,5687.032611250392,4220.322300476851,1619.7325858880881,5095.887809924778,4316.344891518715,1343.5372205484596
99,True,False,5683.921245893937,4229.698651583707,1619.7666044702476,5093.465971178752,4330.705183607413,1345.223662012064
100,True,False,5681.057381654185,4234.296193634175,1620.8620093733903,5091.244333183179,4339.084009151316,1348.731524661301
101,True,False,5677.103748828195,4238.479887023064,1622.4893133691965,5088.240609296907,4347.399083188638,1352.213467760546
102,True,False,5672.189762501476,4242.274416094824,1622.6547649149124,5084.940554856463,4356.14187494957,1354.6586855754465
103,True,False,5667.469568565694,4247.789064197069,1622.841110214471,5082.375697569132,4367.7789924882845,1356.3653638683459
104,True,False,5663.700296516048,4255.5811376698775,1624.1511251176703,5080.829056254336,4381.605065496855,1359.082292611513
105,True,False,5659.468706135284,4262.9042433413515,1625.1713549942774,5078.95341859717,4395.9591582363955,1361.7934355078935
106,True,False,5654.357855735035,4270.645212406857,1626.1714043400011,5076.029103650006,4409.162365416652,1363.801865049655
107,True,False,5648.2105032618965,4273.078425022453,1626.102470272484,5072.391610290752,4415.2408569000045,1365.3949228444885
108,True,False,5641.9634093771,4272.46276315495,1626.399752993296,5068.094770701135,4418.476907968174,1367.257288166223
109,True,False,5636.43536885106,4270.690262101323,1627.754822863475,5065.164240617554,4422.357295615495,1370.427994556039
110,True,False,5630.488720237071,4268.913759848742,1628.8632066672526,5061.423152985928,4425.6404498916245,1373.3978233112343
111,True,False,5623.779616601788,4266.844964489643,1629.5046487501556,5057.336852660506,4429.445663880705,1375.8488476058355
112,True,False,5617.002849710163,4270.335349399779,1629.9300844951247,5053.297214989346,4437.155896814718,1377.9507018457803
113,True,False,5609.715379293155,4276.29988339962,1631.194145645766,5048.707227877535,4446.3012076033465,1379.5551172199878
114,True,False,5602.408551647097,4280.794528500749,1632.3444760053574,5044.350236554755,4453.670897626198,1381.4720068700244
115,True,False,5595.52435233563,4284.653091636579,1634.0979719855377,5040.211752969686,4459.4387453083245,1383.5724236930291
116,True,False,5589.629948544147,4291.122625720369,1634.2163123089872,5037.401017016631,4469.562151692715,1383.892286293129
117,True,False,5583.523290961527,4296.531112630971,1634.6228804565949,5034.10611069525,4480.041019761873,1384.9466138367957
118,True,False,5577.333836206462,4300.925270312621,1636.0596265761087,5030.352665606712,4490.074626087128,1386.9722172610498
119,True,False,5571.340954895111,4304.640364114234,1638.0765097263984,5026.7563097227285,4500.056341223896,1389.8240499107244
120,True,False,5565.593782136935,4309.657374050782,1639.995691841666,5023.1224268225,4509.24798132845,1392.7015356602226
121,True,False,5560.528675792447,4315.320732913613,1641.4210944996514,5020.038349925326,4516.675149209977,1395.1722542942323
122,True,False,5554.868014349524,4321.897797002534,1643.518642556499,5016.637091529679,4524.193428952427,1397.2270424160383
123,True,False,5549.4940709734165,4327.997674286018,1646.1997939293192,5013.2327679837235,4529.318954568844,1399.6222281507594
124,True,False,5544.309538903008,4336.75359209001,1647.7791055511752,5011.113962344664,4536.967821134424,1402.243243686149
125,True,False,5538.445134712604,4344.962750498456,1649.5068531853,5008.252736051354,4545.494982256421,1406.96322660976
126,True,False,5532.420243049948,4353.760629285262,1651.2996940865676,5005.367844222614,4556.569416064952,1411.5741411936153
127,True,False,5525.9123015023415,4362.147389187672,1654.0659104158287,5001.002732448788,4567.697739515472,1417.1470241971722
128,True,False,5520.725140705208,4367.443984777868,1656.2983946781242,4997.950665966579,4575.894317208957,1421.8491160372528
129,True,False,5515.046115117426,4375.576604628908,1658.2614629086645,4993.3169339189835,4583.979825136414,1426.1203606985068
130,True,False,5508.65415018128,4383.416908660636,1660.5044607797415,4987.121993721158,4589.900996037195,1430.5869727194636
131,True,False,5502.327993745092,4391.714399494063,1662.3487550462335,4981.236084730399,4595.315547683682,1434.397645168276
132,True,False,5495.329694169624,4398.367619292687,1665.0692105690316,4974.927386937942,4601.497879392938,1439.63274160092
133,True,False,5487.984975405026,4406.894655409997,1667.404695799393,4968.691937077321,4610.994809075559,1444.7103047581502
134,True,False,5480.332749649377,4416.625105938734,1669.9719701184863,4961.739562222775,4623.315604809192,1449.5276197282856
135,True,False,5473.3482695509165,4428.895491063632,1672.0348106022943,4955.445784323734,4639.0535267800415,1454.317401656776
136,True,False,5466.433999056692,4436.926193399826,1674.527085616103,4949.013087002845,4650.284102270995,1458.7879953802978
137,True,False,5459.537757397486,4443.608869354166,1677.3700397989887,4942.276489123082,4660.661232895642,1462.9399553073501
138,True,False,5450.586847171081,4452.127919931585,1677.9530416466619,4934.525406663133,4671.196963658783,1464.4970559579435
139,True,False,5445.618424096708,4464.710730397865,1679.407889684174,4930.443257432149,4687.048374135439,1466.6513519335638
140,True,False,5437.986217825318,4473.6140092742935,1679.7878585373105,4923.153744791181,4696.291622820653,1466.897595824856
141,True,False,5430.489821508473,4480.1935512987475,1679.1100044702955,4916.234699023231,4703.279867530046,1468.4238300275454
142,True,False,5422.853602907622,4487.276107303824,1678.6094405686636,4909.396032358707,4710.986736416087,1470.0076799396434
143,True,False,5415.41219924974,4495.488768066263,1679.274160699555,4902.484939299836,4719.272884133532,1472.8434155047978
144,True,False,5408.2425481211585,4501.080292027163,1680.7747764914093,4895.134658452291,4725.466929926979,1476.1036210612538
145,True,False,5401.493054988924,4504.412808961677,1682.2543229169005,4887.5194077863325,4729.239435175307,1479.6123351876897
146,True,False,5395.311703240362,4507.963236236292,1683.3385191658235,4879.521810259491,4732.335851362407,1483.154774469413
147,True,False,5388.7547328666,4511.955258427248,1683.9528085215002,4869.883984714368,4733.440613804369,1485.94201099675
148,True,False,5383.084985379707,4516.958243865119,1683.4257934362963,4861.331832974772,4737.585941530451,1485.9521511536964
149,True,False,5378.259389031499,4520.1417361657905,1681.6971469097905,4853.590552431675,4740.949721214411,1486.08007085708
150,True,False,5374.421277312114,4527.441358727114,1679.8554601238004,4847.170401349898,4749.256716972977,1486.1581244205468
151,True,False,5371.028427778871,4533.980855485203,1677.720377721926,4545.933758952136,4689.906937621314,1630.1605592705478
152,True,False,5367.607155927652,4541.8891521397,1675.0031910722603,4560.712697140743,4693.785209202763,1509.0534414935037
153,True,False,5364.312065216372,4549.3406112922,1674.0200585030293,4557.19792885678,4701.519232273063,1507.0247939853489
154,True,False,5360.479296950076,4555.987029728476,1673.10529946936,4535.08592800309,4714.335875922749,1623.0422452518076
155,True,False,5356.557711495511,4561.211907143645,1670.9438508851113,4531.613320727611,4719.348884969515,1619.4389369172138
156,True,False,5352.7781280243935,4566.327697846219,1668.9421114795073,4528.174677079084,4724.324944477629,1616.29821613455
157,False,True,5349.106525689696,4568.439147824668,1667.1251609648523,4525.013245457608,4727.621525507467,1612.7221799628794
158,True,False,5345.951803323738,4569.679094751551,1664.5301077619392,4523.003113459759,4730.060292810201,1609.4556422764656
159,True,False,5342.858303182578,4572.82145898076,1661.6556658231955,4521.382486022263,4733.01212013182,1606.407818237989
160,True,False,5339.7335750687525,4576.206720632436,1658.6780127865509,4519.843676589627,4735.802778535079,1603.6648008631892
161,True,False,5335.124708143399,4576.79954893667,1656.1067830107513,4516.634529833892,4737.801008397801,1601.2496477211396
162,True,False,5330.265334154051,4576.766717550925,1653.1105595810054,4513.305425846432,4739.844456575507,1598.2616866026467
163,True,False,5325.334869884731,4576.630921160757,1649.387611595855,4511.104646870881,4742.636826817858,1594.1763351881045
164,True,False,5321.333759962543,4579.761401920168,1645.762812030665,4509.442377197165,4747.082925606128,1589.4550901932728
165,True,False,5317.920037771922,4586.271607999896,1642.6443927507983,4507.8935228196615,4752.353631436614,1584.7285870128653
166,True,False,5279.187134929475,4423.532802070229,1643.542628293978,4600.02541773667,4870.6077291371985,1590.12845960083
167,True,False,5277.181067661306,4432.261123160191,1643.138446263554,4598.087214042351,4876.522434655038,1586.0382753048423
168,True,False,5275.242478696005,4443.795457832634,1642.564469733786,4596.13140044053,4887.45607179742,1583.3854891378594
169,True,False,5273.1568195057735,4454.294456258351,1642.103793841194,4594.116023144694,4898.087352096879,1581.1681439880786
170,True,False,5271.101428072851,4456.958238421715,1641.973678807349,4591.612876981155,4898.372272605794,1577.0754703990997
171,True,False,5269.044402598185,4457.024774405814,1642.3117357578478,4589.5893935832055,4897.065661847405,1572.9426940786325
172,True,False,5266.91356955613,4454.851500308874,1643.254127509219,4587.26067342814,4891.775367794678,1568.20137840012
173,True,False,5293.261886943276,4607.993473629725,1627.918832454817,4496.7343495329515,4780.830173309416,1563.2543486626514
174,True,False,5290.419042455123,4605.123398705068,1624.620597172277,4495.400791772105,4778.985214613452,1560.511530505468
175,True,False,5287.706439787014,4603.041823188085,1622.173920485913,4493.920586401439,4777.359424930792,1558.5358821485906
176,True,False,5284.958463751462,4601.321093491786,1620.221608232099,4492.445862042844,4775.181037365107,1556.9321843954283
177,True,False,5282.912057398653,4600.505217251572,1617.7676357861058,4491.707443535807,4773.476385137373,1555.4217957006147
178,True,False,5280.659019704148,4598.851256286234,1616.1810992460537,4490.9285392632855,4771.714411741696,1553.7116699985493
179,True,False,5278.557000608684,4596.108638167404,1613.9653639697399,4490.557907508615,4769.358353297596,1551.7312021167097
180,True,False,5276.557427232019,4593.406201551586,1613.4087551393998,4490.40250297855,4767.339435788385,1550.291276490147
181,True,False,5274.594664612069,4591.579155047204,1613.484241680223,4490.172967327163,4765.622739997533,1548.4297202434348
182,True,False,5272.854057105437,4591.382399571297,1613.017303221904,4490.223480500285,4765.366898129036,1546.2515620075528
183,True,False,5271.084910008176,4591.217879749311,1612.7994428828588,4490.385450491746,4764.275349022725,1544.6351316771672
184,True,False,5269.452810511859,4593.507718750303,1612.210260472743,4490.437015421029,4763.915209356859,1542.445659556439
185,True,False,5267.55908999286,4595.543533624203,1612.1459457717158,4490.373250531964,4763.582556572572,1539.5729660317672
186,True,False,5265.51570173057,4597.654823652488,1612.437289844238,4490.085259534524,4762.685822545117,1536.5901698046903
187,True,False,5263.38187407101,4600.157052743816,1611.8129727709268,4489.716635707456,4761.243638955386,1533.534189256023
188,True,False,5261.130474027878,4602.537129346963,1611.4170864935575,4489.320230871332,4759.567433579858,1530.2547601486704
189,True,False,5258.779704246595,4603.902528893302,1611.4289877951003,4489.042837336877,4757.1282308432465,1526.9793691156449
190,True,False,5256.779343022601,4604.064134160722,1612.3674743257675,4488.938029331071,4753.921863569579,1524.4266030210836
191,True,False,5255.0180487308535,4603.667776733278,1613.9316675392868,4488.510561420401,4750.820896381947,1522.7980552722904
192,True,False,5253.82694927581,4607.770754205854,1615.8673211045877,4487.9560408075295,4756.974098097156,1522.50581962
193,True,False,5252.869277881359,4607.029854617569,1618.0853155883628,4488.169318598823,4753.833491798139,1520.5352424472642
194,True,False,5251.903386931202,4603.777521538699,1619.6255812665695,4488.491101230877,4749.639936321644,1518.9346931127743
195,True,False,5251.275157887613,4604.117926451725,1623.2411301763784,4489.278640651671,4746.727870415862,1516.80070701946
196,True,False,5250.690869931406,4605.10282744843,1625.9399167218476,4490.26322848116,4744.287769844869,1514.5323348200234
197,True,False,5250.383398222589,4607.288560697303,1628.3835132864106,4492.085446674221,4744.759078423865,1512.550408528126
198,True,False,5250.360567024764,4607.49941613526,1629.5177559893614,4494.48719817257,4743.426377084342,1510.0104210463187
199,True,False,5249.6024835657445,4605.456979273386,1630.8474378621365,4479.070972232368,4759.442421024696,1632.357151364285
200,True,False,5249.165768990728,4606.9335349166595,1631.2722124158568,4480.228782796105,4759.553785065169,1628.3613583481133
201,True,False,5251.028266278779,4607.623655836348,1637.4243922778173,4481.51965016868,4760.6586311562105,1630.4812161486966
202,True,False,5252.333357312465,4611.004524194783,1642.299614847,4482.467355336119,4763.80656094484,1630.836173242419
203,True,False,5253.7243514348975,4615.572037694802,1646.804037817593,4483.849621757138,4767.376480948023,1630.505264087004
204,True,False,5254.182086900643,4618.153360590555,1651.5285621052437,4484.794505859326,4769.1208526609935,1630.0052128100476
205,True,False,5254.417773439162,4619.123682204265,1656.7003094563959,4485.454634768214,4769.314158886545,1629.6833098271045
206,True,False,5254.615874749166,4622.5695917189005,1661.5991061173277,4486.463125435436,4772.718051250271,1628.7688133048641
207,True,False,5254.5029058038435,4624.534631073525,1666.2100062257782,4487.343626312422,4774.036225513382,1627.4025087208322
208,True,False,5254.265848084032,4626.224745587263,1670.2956271536423,4488.165553017565,4774.658541052175,1625.3791740006739
209,True,False,5253.969862518095,4626.814078951842,1673.9663565615592,4489.119492748649,4774.868874139368,1623.164751158068
210,True,False,5253.682394537194,4625.784938608684,1678.1625972568715,4489.51456434097,4772.988643407073,1620.6099570146073
211,True,False,5253.171866287725,4624.715215650342,1682.0042309485482,4489.7313455711455,4770.952931766763,1617.7892073533465
212,True,False,5252.603390504004,4624.3818239259435,1685.2550077829678,4489.877137051344,4767.986376894682,1615.051030657401
213,True,False,5252.130849478162,4624.155050916946,1687.4619907492356,4490.146206305287,4764.092939861504,1612.2020052374257
214,True,False,5252.270542397722,4625.500148910172,1688.7255728753557,4491.377206699142,4761.75828697317,1609.46879574897
215,True,False,5251.984874284155,4627.589547580601,1689.5523090806098,4492.851510951166,4761.144366075065,1606.7683727895217
216,True,False,5251.781611398703,4629.393899708209,1689.8293434355505,4494.551842575131,4760.62624077241,1603.7885702972835
217,True,False,5250.925156860581,4627.944232111514,1690.8919196576087,4495.903832800393,4758.305357789684,1600.5584068390185
218,True,False,5249.777356644704,4624.345986886587,1694.0796554320964,4497.959716638559,4756.237490566176,1597.4159442611144
219,True,False,5248.279918919184,4620.040845194386,1697.255539528151,4500.188692593558,4754.172376774313,1594.4519192302444
220,True,False,5246.6872434571105,4615.29960183301,1700.6907767009639,4501.759606721629,4750.357241091982,1592.5345115984435
221,True,False,5245.417029691125,4610.965728292701,1704.3592261103804,4503.27823420288,4745.543450767462,1590.5088220826742
222,True,False,5245.097677673066,4609.077007105234,1706.5123076129778,4504.510049497679,4740.5389669217475,1588.7332018703823
223,True,False,5244.854409501053,4607.271583465395,1708.6390601071507,4505.5153662406,4735.510453967215,1587.6945740691722
224,True,False,5245.287527792243,4605.480524997646,1708.8729931648136,4507.12482677565,4728.758342950251,1586.0726623012497
225,True,False,5245.703153817551,4603.5936527741305,1709.2265757763944,4508.747343575421,4722.18523074656,1583.7800652615804
226,True,False,5246.074108447234,4601.253626602915,1709.2620309790443,4510.556008338612,4715.907127826525,1580.4569242213618
227,True,False,5135.790534617556,4635.510147872961,1657.7672983597731,4565.686421045688,4678.0216238542425,1686.4180016536864
228,True,False,5136.318109025961,4631.694688862397,1656.0555036927478,4566.988745067072,4671.557532171614,1685.1124530996103
229,True,False,5136.506821657632,4630.279319562396,1654.0315248091872,4568.204525741425,4665.7788402372935,1682.6998843739923
230,True,False,5244.883332306634,4595.669994264912,1704.6872028640198,4514.95676371359,4686.118006036666,1570.473497695108
231,True,False,5244.7908540875815,4595.84660502491,1703.7953315786738,4544.0530850759715,4647.64993599426,1462.9461432524965
232,True,False,5244.2593113639505,4593.334967077417,1703.152794950889,4543.383232730226,4633.540268568301,1462.5592273487523
233,True,False,5243.467292249955,4589.818000136881,1703.8323724243048,4544.405401759342,4625.198131447505,1463.589340791905
234,True,False,5243.890998533674,4584.617466744027,1703.306858702395,4548.188731624672,4618.466671322488,1461.178821575152
235,True,False,5244.66090280941,4577.688246919601,1703.103742170626,4551.820015373069,4611.953167642061,1459.3769935613436
236,True,False,5246.230878199805,4572.68856819877,1701.6207524589404,4555.98667515496,4606.83409187213,1458.2675584562805
237,True,False,5247.674919151527,4568.380985628802,1700.0426601210788,4559.836950991669,4601.30001741518,1457.0140812604523
238,True,False,5248.711810374383,4563.70614983989,1699.5648943311262,4563.607234471943,4596.375035472246,1455.09206998192
239,True,False,5247.507263272135,4559.660012292068,1700.4311265849979,4564.901873559913,4590.695496362957,1453.8252886962493
240,True,False,5246.213805830271,4557.585439835537,1700.7547291680257,4565.557939638913,4584.987904477551,1452.6071861304106
241,True,False,5245.092466275341,4554.8198181094995,1701.099893040787,4565.974102982968,4578.096798669928,1451.3737901308884
242,True,False,5244.407839840995,4552.0814143972575,1700.8899262563577,4566.901901510609,4569.542352779318,1451.8372828034549
243,True,False,5243.730026195985,4550.236587350746,1699.4645403427548,4568.493367821086,4562.835447095877,1450.94991364276
244,True,False,5244.390941826995,4549.6873435723655,1696.4618001935985,4572.004471540545,4557.479135219309,1449.5453431771068
245,True,False,5245.050254414849,4546.739162897719,1694.8315591568237,4574.841176498586,4549.703511134907,1449.437791877794
246,True,False,5245.409056510354,4541.210285388546,1693.631148804908,4577.176206879591,4540.864522427619,1449.168255900551
